Id;Name;Type;Description;Place;Lat;Long;Link;Date;From;To
1796;Evento 1796;Concierto;Detalles e información relevante de Evento 1796;Lugar de Evento 1796;-12.0904336260853;-77.0336773182712;event;2020-04-11;23;23
1797;Evento 1797;Nocturna;Detalles e información relevante de Evento 1797;Lugar de Evento 1797;-12.1120320550763;-77.0223205958994;event;2020-10-26;17;17
1798;Evento 1798;Nocturna;Detalles e información relevante de Evento 1798;Lugar de Evento 1798;-12.0933751965748;-77.0044461467357;event;2020-09-28;7;21
1799;Evento 1799;Feria;Detalles e información relevante de Evento 1799;Lugar de Evento 1799;-12.1007114068915;-76.9680356715009;event;2020-02-07;20;22
1800;Evento 1800;Nocturna;Detalles e información relevante de Evento 1800;Lugar de Evento 1800;-12.0988597870602;-77.0427372472522;event;2020-07-05;2;5
1801;Evento 1801;Feria;Detalles e información relevante de Evento 1801;Lugar de Evento 1801;-12.1129197336718;-77.0274042055566;event;2020-04-13;23;23
1802;Evento 1802;Feria;Detalles e información relevante de Evento 1802;Lugar de Evento 1802;-12.0728717583236;-76.9762928152659;event;2020-12-10;11;14
1803;Evento 1803;Concierto;Detalles e información relevante de Evento 1803;Lugar de Evento 1803;-12.099606624702;-77.0476739348958;event;2020-12-22;8;12
1804;Evento 1804;Feria;Detalles e información relevante de Evento 1804;Lugar de Evento 1804;-12.0924805700136;-77.0469751062146;event;2020-08-16;23;23
1805;Evento 1805;Concierto;Detalles e información relevante de Evento 1805;Lugar de Evento 1805;-12.1092746199164;-76.979926812531;event;2020-11-30;6;11
1806;Evento 1806;Concierto;Detalles e información relevante de Evento 1806;Lugar de Evento 1806;-12.0738662987165;-77.0064044371468;event;2020-06-14;14;19
1807;Evento 1807;Nocturna;Detalles e información relevante de Evento 1807;Lugar de Evento 1807;-12.1018912983735;-76.9821833707044;event;2020-12-03;18;19
1808;Evento 1808;Nocturna;Detalles e información relevante de Evento 1808;Lugar de Evento 1808;-12.0888489861333;-77.0135691564667;event;2020-12-11;22;22
1809;Evento 1809;Concierto;Detalles e información relevante de Evento 1809;Lugar de Evento 1809;-12.0830414447902;-77.0175436683293;event;2020-05-22;21;22
1810;Evento 1810;Feria;Detalles e información relevante de Evento 1810;Lugar de Evento 1810;-12.0770127020917;-77.0507086355023;event;2020-04-04;15;18
1811;Evento 1811;Feria;Detalles e información relevante de Evento 1811;Lugar de Evento 1811;-12.0824131698787;-77.0366257589528;event;2020-02-23;23;23
1812;Evento 1812;Feria;Detalles e información relevante de Evento 1812;Lugar de Evento 1812;-12.1083253855663;-77.0244225016242;event;2020-09-04;16;19
1813;Evento 1813;Feria;Detalles e información relevante de Evento 1813;Lugar de Evento 1813;-12.0685779361214;-77.0178947983966;event;2020-07-03;17;20
1814;Evento 1814;Nocturna;Detalles e información relevante de Evento 1814;Lugar de Evento 1814;-12.0804197963772;-77.033646814807;event;2020-12-16;4;8
1815;Evento 1815;Concierto;Detalles e información relevante de Evento 1815;Lugar de Evento 1815;-12.0843409376348;-77.0132397433406;event;2020-11-08;13;17
1816;Evento 1816;Concierto;Detalles e información relevante de Evento 1816;Lugar de Evento 1816;-12.0791229061908;-77.0197748055591;event;2020-01-22;15;18
1817;Evento 1817;Feria;Detalles e información relevante de Evento 1817;Lugar de Evento 1817;-12.0760811093168;-76.9773137702482;event;2020-04-16;3;7
1818;Evento 1818;Concierto;Detalles e información relevante de Evento 1818;Lugar de Evento 1818;-12.0808626094889;-77.0085509640002;event;2020-11-16;8;23
1819;Evento 1819;Nocturna;Detalles e información relevante de Evento 1819;Lugar de Evento 1819;-12.0649836820439;-77.0224699441873;event;2020-01-24;7;23
1820;Evento 1820;Concierto;Detalles e información relevante de Evento 1820;Lugar de Evento 1820;-12.0772708703435;-76.9676393666046;event;2020-09-28;11;17
1821;Evento 1821;Nocturna;Detalles e información relevante de Evento 1821;Lugar de Evento 1821;-12.0758927957519;-76.9735397556576;event;2020-09-27;7;10
1822;Evento 1822;Nocturna;Detalles e información relevante de Evento 1822;Lugar de Evento 1822;-12.0788482306827;-76.9669513055782;event;2020-06-27;11;22
1823;Evento 1823;Feria;Detalles e información relevante de Evento 1823;Lugar de Evento 1823;-12.105692186339;-77.0297780935123;event;2020-11-28;1;17
1824;Evento 1824;Concierto;Detalles e información relevante de Evento 1824;Lugar de Evento 1824;-12.0957165039933;-77.0236944847417;event;2020-12-04;12;15
1825;Evento 1825;Feria;Detalles e información relevante de Evento 1825;Lugar de Evento 1825;-12.0695529862669;-77.0006864501367;event;2020-05-28;14;20
1826;Evento 1826;Nocturna;Detalles e información relevante de Evento 1826;Lugar de Evento 1826;-12.116312364887;-77.0377096742982;event;2020-09-03;5;20
1827;Evento 1827;Nocturna;Detalles e información relevante de Evento 1827;Lugar de Evento 1827;-12.0923220740402;-76.990890298355;event;2020-01-21;13;22
1828;Evento 1828;Feria;Detalles e información relevante de Evento 1828;Lugar de Evento 1828;-12.1020138529706;-77.0502573208372;event;2020-08-10;22;23
1829;Evento 1829;Feria;Detalles e información relevante de Evento 1829;Lugar de Evento 1829;-12.0699363456006;-76.9773320936778;event;2020-05-04;8;10
1830;Evento 1830;Concierto;Detalles e información relevante de Evento 1830;Lugar de Evento 1830;-12.0654095372168;-77.0238858108181;event;2020-05-11;4;4
1831;Evento 1831;Nocturna;Detalles e información relevante de Evento 1831;Lugar de Evento 1831;-12.0916323499393;-76.9701681188191;event;2020-03-01;6;11
1832;Evento 1832;Nocturna;Detalles e información relevante de Evento 1832;Lugar de Evento 1832;-12.0959465425091;-77.0236465855644;event;2020-06-19;3;10
1833;Evento 1833;Concierto;Detalles e información relevante de Evento 1833;Lugar de Evento 1833;-12.1126507451979;-77.0328411020717;event;2020-12-07;6;8
1834;Evento 1834;Concierto;Detalles e información relevante de Evento 1834;Lugar de Evento 1834;-12.1109547000052;-76.9970922234566;event;2020-05-13;22;23
1835;Evento 1835;Concierto;Detalles e información relevante de Evento 1835;Lugar de Evento 1835;-12.0672751853552;-76.9744339670781;event;2020-01-27;12;15
1836;Evento 1836;Feria;Detalles e información relevante de Evento 1836;Lugar de Evento 1836;-12.0869237268084;-77.0277537992951;event;2020-03-21;18;19
1837;Evento 1837;Feria;Detalles e información relevante de Evento 1837;Lugar de Evento 1837;-12.0671774244224;-76.9881738585765;event;2020-02-13;6;15
1838;Evento 1838;Concierto;Detalles e información relevante de Evento 1838;Lugar de Evento 1838;-12.0805445088698;-77.0381994298837;event;2020-10-25;18;20
1839;Evento 1839;Feria;Detalles e información relevante de Evento 1839;Lugar de Evento 1839;-12.1059558680675;-76.9715762548895;event;2020-12-01;0;5
1840;Evento 1840;Feria;Detalles e información relevante de Evento 1840;Lugar de Evento 1840;-12.0717898829475;-76.9915797061082;event;2020-01-07;14;19
1841;Evento 1841;Concierto;Detalles e información relevante de Evento 1841;Lugar de Evento 1841;-12.0968015280809;-77.0017791921404;event;2020-09-01;2;17
1842;Evento 1842;Nocturna;Detalles e información relevante de Evento 1842;Lugar de Evento 1842;-12.0799590226587;-76.9851261510306;event;2020-03-24;11;19
1843;Evento 1843;Feria;Detalles e información relevante de Evento 1843;Lugar de Evento 1843;-12.0687404282745;-76.9838116537123;event;2020-12-14;22;23
1844;Evento 1844;Feria;Detalles e información relevante de Evento 1844;Lugar de Evento 1844;-12.0681055421584;-77.0491084964391;event;2020-02-22;9;10
1845;Evento 1845;Feria;Detalles e información relevante de Evento 1845;Lugar de Evento 1845;-12.075723095276;-77.0382742766923;event;2020-03-12;6;22
1846;Evento 1846;Concierto;Detalles e información relevante de Evento 1846;Lugar de Evento 1846;-12.0899578870289;-77.0176641490626;event;2020-10-01;23;23
1847;Evento 1847;Nocturna;Detalles e información relevante de Evento 1847;Lugar de Evento 1847;-12.0794008189135;-77.0278563399139;event;2020-10-25;11;19
1848;Evento 1848;Concierto;Detalles e información relevante de Evento 1848;Lugar de Evento 1848;-12.090489910678;-76.9740639986008;event;2020-10-22;19;19
1849;Evento 1849;Nocturna;Detalles e información relevante de Evento 1849;Lugar de Evento 1849;-12.0687643961527;-77.0186606409325;event;2020-10-29;15;21
1850;Evento 1850;Feria;Detalles e información relevante de Evento 1850;Lugar de Evento 1850;-12.080966626932;-77.0332278124986;event;2020-05-26;3;14
1851;Evento 1851;Feria;Detalles e información relevante de Evento 1851;Lugar de Evento 1851;-12.0920932070798;-77.0212799143205;event;2020-01-02;23;23
1852;Evento 1852;Concierto;Detalles e información relevante de Evento 1852;Lugar de Evento 1852;-12.1118867709751;-76.9882030702715;event;2020-06-14;22;22
1853;Evento 1853;Feria;Detalles e información relevante de Evento 1853;Lugar de Evento 1853;-12.1133666407188;-76.9676604580968;event;2020-11-30;2;16
1854;Evento 1854;Nocturna;Detalles e información relevante de Evento 1854;Lugar de Evento 1854;-12.1131423917912;-77.0181100458161;event;2020-05-25;19;23
1855;Evento 1855;Feria;Detalles e información relevante de Evento 1855;Lugar de Evento 1855;-12.1027424706651;-76.9657973087213;event;2020-08-25;9;9
1856;Evento 1856;Concierto;Detalles e información relevante de Evento 1856;Lugar de Evento 1856;-12.1164446864104;-76.9870077303766;event;2020-02-17;5;12
1857;Evento 1857;Concierto;Detalles e información relevante de Evento 1857;Lugar de Evento 1857;-12.0798446613126;-77.0207111293372;event;2020-10-15;10;12
1858;Evento 1858;Concierto;Detalles e información relevante de Evento 1858;Lugar de Evento 1858;-12.0705655272414;-76.9917360923101;event;2020-01-05;21;21
1859;Evento 1859;Nocturna;Detalles e información relevante de Evento 1859;Lugar de Evento 1859;-12.0904264258285;-77.0282828944182;event;2020-06-10;17;22
1860;Evento 1860;Feria;Detalles e información relevante de Evento 1860;Lugar de Evento 1860;-12.1044873942999;-77.0463537673763;event;2020-06-27;12;16
1861;Evento 1861;Feria;Detalles e información relevante de Evento 1861;Lugar de Evento 1861;-12.1069062649717;-77.0093584656587;event;2020-06-16;21;22
1862;Evento 1862;Concierto;Detalles e información relevante de Evento 1862;Lugar de Evento 1862;-12.1085501070773;-77.0366402403026;event;2020-06-22;14;14
1863;Evento 1863;Nocturna;Detalles e información relevante de Evento 1863;Lugar de Evento 1863;-12.1092769536999;-77.0224040883837;event;2020-01-26;13;13
1864;Evento 1864;Nocturna;Detalles e información relevante de Evento 1864;Lugar de Evento 1864;-12.0854040301695;-77.0206322853886;event;2020-10-24;13;19
1865;Evento 1865;Concierto;Detalles e información relevante de Evento 1865;Lugar de Evento 1865;-12.0827065236235;-77.0288925153404;event;2020-01-18;19;20
1866;Evento 1866;Nocturna;Detalles e información relevante de Evento 1866;Lugar de Evento 1866;-12.0872812426022;-77.0096066738313;event;2020-04-10;5;7
1867;Evento 1867;Concierto;Detalles e información relevante de Evento 1867;Lugar de Evento 1867;-12.1049127892934;-77.0068359873258;event;2020-06-01;11;19
1868;Evento 1868;Feria;Detalles e información relevante de Evento 1868;Lugar de Evento 1868;-12.1029593364791;-76.9699084992502;event;2020-09-05;18;18
1869;Evento 1869;Concierto;Detalles e información relevante de Evento 1869;Lugar de Evento 1869;-12.0959864580303;-76.9695508519757;event;2020-04-27;15;22
1870;Evento 1870;Concierto;Detalles e información relevante de Evento 1870;Lugar de Evento 1870;-12.0806304455888;-77.0473693073112;event;2020-09-09;2;6
1871;Evento 1871;Nocturna;Detalles e información relevante de Evento 1871;Lugar de Evento 1871;-12.0843232947626;-76.9991749151832;event;2020-02-29;5;15
1872;Evento 1872;Concierto;Detalles e información relevante de Evento 1872;Lugar de Evento 1872;-12.0937850597415;-76.9903369580369;event;2020-05-05;2;8
1873;Evento 1873;Nocturna;Detalles e información relevante de Evento 1873;Lugar de Evento 1873;-12.0684773985187;-76.9678595308681;event;2020-06-06;4;22
1874;Evento 1874;Concierto;Detalles e información relevante de Evento 1874;Lugar de Evento 1874;-12.0971171347183;-77.0498544323511;event;2020-12-20;9;23
1875;Evento 1875;Concierto;Detalles e información relevante de Evento 1875;Lugar de Evento 1875;-12.0760728050707;-77.022058568665;event;2020-08-16;19;22
1876;Evento 1876;Concierto;Detalles e información relevante de Evento 1876;Lugar de Evento 1876;-12.0686255332258;-77.0424921412649;event;2020-01-16;15;22
1877;Evento 1877;Nocturna;Detalles e información relevante de Evento 1877;Lugar de Evento 1877;-12.1145638097865;-77.045557748111;event;2020-06-05;14;19
1878;Evento 1878;Feria;Detalles e información relevante de Evento 1878;Lugar de Evento 1878;-12.0993341066299;-77.0455494085765;event;2020-08-03;18;23
1879;Evento 1879;Feria;Detalles e información relevante de Evento 1879;Lugar de Evento 1879;-12.0653600132908;-77.0228737616087;event;2020-11-11;17;20
1880;Evento 1880;Concierto;Detalles e información relevante de Evento 1880;Lugar de Evento 1880;-12.0922404252983;-77.0383612497119;event;2020-10-12;19;21
1881;Evento 1881;Feria;Detalles e información relevante de Evento 1881;Lugar de Evento 1881;-12.0725888365573;-77.0143719045521;event;2020-06-10;2;12
1882;Evento 1882;Nocturna;Detalles e información relevante de Evento 1882;Lugar de Evento 1882;-12.0915569389931;-77.007508876442;event;2020-10-02;0;19
1883;Evento 1883;Concierto;Detalles e información relevante de Evento 1883;Lugar de Evento 1883;-12.1054294732841;-77.0488799127548;event;2020-01-21;14;19
1884;Evento 1884;Concierto;Detalles e información relevante de Evento 1884;Lugar de Evento 1884;-12.0845836563119;-77.0323517369124;event;2020-01-05;15;21
1885;Evento 1885;Concierto;Detalles e información relevante de Evento 1885;Lugar de Evento 1885;-12.0923909770085;-77.03275839315;event;2020-11-23;0;13
1886;Evento 1886;Nocturna;Detalles e información relevante de Evento 1886;Lugar de Evento 1886;-12.1118562003171;-77.0124549714367;event;2020-07-03;22;22
1887;Evento 1887;Concierto;Detalles e información relevante de Evento 1887;Lugar de Evento 1887;-12.0858451835114;-77.0413328092508;event;2020-01-23;5;9
1888;Evento 1888;Feria;Detalles e información relevante de Evento 1888;Lugar de Evento 1888;-12.0650332077017;-77.0112039739017;event;2020-01-14;11;20
1889;Evento 1889;Feria;Detalles e información relevante de Evento 1889;Lugar de Evento 1889;-12.10110058109;-76.9705388676201;event;2020-01-09;18;20
1890;Evento 1890;Concierto;Detalles e información relevante de Evento 1890;Lugar de Evento 1890;-12.0659859701902;-77.0264301469072;event;2020-12-15;12;23
1891;Evento 1891;Nocturna;Detalles e información relevante de Evento 1891;Lugar de Evento 1891;-12.0839560026613;-77.0414744355358;event;2020-05-14;13;21
1892;Evento 1892;Nocturna;Detalles e información relevante de Evento 1892;Lugar de Evento 1892;-12.0724803838322;-76.9989832960721;event;2020-07-31;17;23
1893;Evento 1893;Concierto;Detalles e información relevante de Evento 1893;Lugar de Evento 1893;-12.0853937397047;-77.0431435141136;event;2020-04-30;11;12
1894;Evento 1894;Nocturna;Detalles e información relevante de Evento 1894;Lugar de Evento 1894;-12.116437108482;-77.0115788186692;event;2020-04-09;21;23
1895;Evento 1895;Feria;Detalles e información relevante de Evento 1895;Lugar de Evento 1895;-12.0873547151451;-77.0267669261638;event;2020-10-20;13;20
1896;Evento 1896;Feria;Detalles e información relevante de Evento 1896;Lugar de Evento 1896;-12.0875020422905;-76.9910149876913;event;2020-08-30;23;23
1897;Evento 1897;Nocturna;Detalles e información relevante de Evento 1897;Lugar de Evento 1897;-12.0891592761685;-77.0236646658724;event;2020-12-17;11;19
1898;Evento 1898;Feria;Detalles e información relevante de Evento 1898;Lugar de Evento 1898;-12.1062654913252;-77.0374815635263;event;2020-03-09;11;16
1899;Evento 1899;Concierto;Detalles e información relevante de Evento 1899;Lugar de Evento 1899;-12.0915273746201;-77.0456299079853;event;2020-06-15;7;11
1900;Evento 1900;Feria;Detalles e información relevante de Evento 1900;Lugar de Evento 1900;-12.0654551317378;-76.9697266621277;event;2020-10-02;18;22
1901;Evento 1901;Concierto;Detalles e información relevante de Evento 1901;Lugar de Evento 1901;-12.0929981745374;-76.9969318819055;event;2020-05-03;2;19
1902;Evento 1902;Concierto;Detalles e información relevante de Evento 1902;Lugar de Evento 1902;-12.1102074246113;-77.0198069907099;event;2020-09-29;20;20
1903;Evento 1903;Feria;Detalles e información relevante de Evento 1903;Lugar de Evento 1903;-12.0681984027436;-77.0382029429916;event;2020-09-03;0;2
1904;Evento 1904;Nocturna;Detalles e información relevante de Evento 1904;Lugar de Evento 1904;-12.110985994809;-76.9850676542857;event;2020-07-06;19;21
1905;Evento 1905;Concierto;Detalles e información relevante de Evento 1905;Lugar de Evento 1905;-12.07996900625;-77.0253215576767;event;2020-11-30;8;23
1906;Evento 1906;Nocturna;Detalles e información relevante de Evento 1906;Lugar de Evento 1906;-12.1145743434809;-77.0405180829218;event;2020-09-06;5;22
1907;Evento 1907;Nocturna;Detalles e información relevante de Evento 1907;Lugar de Evento 1907;-12.0789967478072;-76.973316477054;event;2020-05-02;1;7
1908;Evento 1908;Concierto;Detalles e información relevante de Evento 1908;Lugar de Evento 1908;-12.0869102879834;-77.0037406201364;event;2020-04-13;8;23
1909;Evento 1909;Concierto;Detalles e información relevante de Evento 1909;Lugar de Evento 1909;-12.0926124383048;-77.0025164016629;event;2020-05-22;3;12
1910;Evento 1910;Nocturna;Detalles e información relevante de Evento 1910;Lugar de Evento 1910;-12.0811677146893;-77.0080049162002;event;2020-10-11;1;23
1911;Evento 1911;Nocturna;Detalles e información relevante de Evento 1911;Lugar de Evento 1911;-12.1127671203266;-77.0510233465259;event;2020-12-02;9;17
1912;Evento 1912;Concierto;Detalles e información relevante de Evento 1912;Lugar de Evento 1912;-12.0894241568957;-76.9726906451644;event;2020-04-21;12;17
1913;Evento 1913;Concierto;Detalles e información relevante de Evento 1913;Lugar de Evento 1913;-12.1024769954583;-76.9857171999225;event;2020-09-23;11;23
1914;Evento 1914;Nocturna;Detalles e información relevante de Evento 1914;Lugar de Evento 1914;-12.0693916130977;-77.042264977526;event;2020-05-07;3;23
1915;Evento 1915;Feria;Detalles e información relevante de Evento 1915;Lugar de Evento 1915;-12.0964238288294;-76.9833949379882;event;2020-02-04;6;16
1916;Evento 1916;Feria;Detalles e información relevante de Evento 1916;Lugar de Evento 1916;-12.1144103009151;-76.9779834998089;event;2020-09-16;4;5
1917;Evento 1917;Concierto;Detalles e información relevante de Evento 1917;Lugar de Evento 1917;-12.0708867198921;-77.0296216486542;event;2020-05-04;7;20
1918;Evento 1918;Nocturna;Detalles e información relevante de Evento 1918;Lugar de Evento 1918;-12.0676870141451;-77.0082894523166;event;2020-09-06;12;18
1919;Evento 1919;Concierto;Detalles e información relevante de Evento 1919;Lugar de Evento 1919;-12.0857979472694;-76.9699533471257;event;2020-12-18;15;23
1920;Evento 1920;Feria;Detalles e información relevante de Evento 1920;Lugar de Evento 1920;-12.1078239942524;-76.98957391648;event;2020-10-23;20;23
1921;Evento 1921;Concierto;Detalles e información relevante de Evento 1921;Lugar de Evento 1921;-12.0975462048388;-77.0444134487583;event;2020-05-20;14;23
1922;Evento 1922;Concierto;Detalles e información relevante de Evento 1922;Lugar de Evento 1922;-12.1137514689484;-77.0100368773079;event;2020-06-08;16;22
1923;Evento 1923;Feria;Detalles e información relevante de Evento 1923;Lugar de Evento 1923;-12.1131092412499;-76.9678294614487;event;2020-08-12;18;21
1924;Evento 1924;Concierto;Detalles e información relevante de Evento 1924;Lugar de Evento 1924;-12.0831030115194;-76.9742239698256;event;2020-03-06;6;20
1925;Evento 1925;Feria;Detalles e información relevante de Evento 1925;Lugar de Evento 1925;-12.0904480373529;-76.994785908407;event;2020-06-05;10;21
1926;Evento 1926;Feria;Detalles e información relevante de Evento 1926;Lugar de Evento 1926;-12.1047316395812;-77.012987337084;event;2020-02-10;11;17
1927;Evento 1927;Feria;Detalles e información relevante de Evento 1927;Lugar de Evento 1927;-12.0925706865174;-77.0316018272125;event;2020-01-31;6;20
1928;Evento 1928;Feria;Detalles e información relevante de Evento 1928;Lugar de Evento 1928;-12.0981050163679;-77.0120997288375;event;2020-09-30;5;8
1929;Evento 1929;Feria;Detalles e información relevante de Evento 1929;Lugar de Evento 1929;-12.0663062547155;-77.0074711892452;event;2020-06-07;0;9
1930;Evento 1930;Nocturna;Detalles e información relevante de Evento 1930;Lugar de Evento 1930;-12.0674920137095;-77.0088398106612;event;2020-09-08;6;20
1931;Evento 1931;Nocturna;Detalles e información relevante de Evento 1931;Lugar de Evento 1931;-12.0957035097774;-77.0003930880611;event;2020-01-01;13;18
1932;Evento 1932;Concierto;Detalles e información relevante de Evento 1932;Lugar de Evento 1932;-12.0780730913191;-77.0236449537946;event;2020-09-28;8;10
1933;Evento 1933;Nocturna;Detalles e información relevante de Evento 1933;Lugar de Evento 1933;-12.0886872386154;-76.9982515384575;event;2020-11-04;15;19
1934;Evento 1934;Nocturna;Detalles e información relevante de Evento 1934;Lugar de Evento 1934;-12.0891069003956;-77.039872384824;event;2020-05-11;5;10
1935;Evento 1935;Concierto;Detalles e información relevante de Evento 1935;Lugar de Evento 1935;-12.0716860132878;-77.0501454756019;event;2020-02-13;13;18
1936;Evento 1936;Concierto;Detalles e información relevante de Evento 1936;Lugar de Evento 1936;-12.1068015556623;-77.0430843065262;event;2020-04-19;12;18
1937;Evento 1937;Feria;Detalles e información relevante de Evento 1937;Lugar de Evento 1937;-12.0909020772593;-77.0437757784997;event;2020-05-21;8;13
1938;Evento 1938;Feria;Detalles e información relevante de Evento 1938;Lugar de Evento 1938;-12.0895038951218;-77.0508183774373;event;2020-08-18;20;21
1939;Evento 1939;Concierto;Detalles e información relevante de Evento 1939;Lugar de Evento 1939;-12.07547693543;-77.0119127881364;event;2020-10-12;13;19
1940;Evento 1940;Nocturna;Detalles e información relevante de Evento 1940;Lugar de Evento 1940;-12.0850760428416;-76.9867875795887;event;2020-07-19;5;16
1941;Evento 1941;Nocturna;Detalles e información relevante de Evento 1941;Lugar de Evento 1941;-12.0837302314076;-77.0185666505163;event;2020-05-17;21;22
1942;Evento 1942;Concierto;Detalles e información relevante de Evento 1942;Lugar de Evento 1942;-12.0970380605462;-77.0383124717117;event;2020-06-03;11;14
1943;Evento 1943;Nocturna;Detalles e información relevante de Evento 1943;Lugar de Evento 1943;-12.0839047995996;-76.9851767683214;event;2020-12-18;14;17
1944;Evento 1944;Nocturna;Detalles e información relevante de Evento 1944;Lugar de Evento 1944;-12.1090626422272;-77.0326669344974;event;2020-12-22;17;22
1945;Evento 1945;Concierto;Detalles e información relevante de Evento 1945;Lugar de Evento 1945;-12.1026852106705;-77.0096732813581;event;2020-10-03;11;12
1946;Evento 1946;Feria;Detalles e información relevante de Evento 1946;Lugar de Evento 1946;-12.068483636051;-76.9825154579016;event;2020-04-13;3;21
1947;Evento 1947;Concierto;Detalles e información relevante de Evento 1947;Lugar de Evento 1947;-12.0955172941765;-76.9897688058235;event;2020-10-08;15;22
1948;Evento 1948;Concierto;Detalles e información relevante de Evento 1948;Lugar de Evento 1948;-12.0803073863122;-77.0156983130181;event;2020-10-04;2;16
1949;Evento 1949;Feria;Detalles e información relevante de Evento 1949;Lugar de Evento 1949;-12.1042818147547;-77.0464118901547;event;2020-05-07;11;16
1950;Evento 1950;Concierto;Detalles e información relevante de Evento 1950;Lugar de Evento 1950;-12.0908997593929;-77.0430417641277;event;2020-08-16;0;20
1951;Evento 1951;Nocturna;Detalles e información relevante de Evento 1951;Lugar de Evento 1951;-12.1160119959783;-77.0446219483631;event;2020-01-28;0;15
1952;Evento 1952;Concierto;Detalles e información relevante de Evento 1952;Lugar de Evento 1952;-12.1141245696018;-76.9684365731925;event;2020-06-19;12;12
1953;Evento 1953;Nocturna;Detalles e información relevante de Evento 1953;Lugar de Evento 1953;-12.0800364884915;-77.0092349238949;event;2020-09-17;13;16
1954;Evento 1954;Concierto;Detalles e información relevante de Evento 1954;Lugar de Evento 1954;-12.066875314081;-77.0464784728201;event;2020-02-29;21;22
1955;Evento 1955;Feria;Detalles e información relevante de Evento 1955;Lugar de Evento 1955;-12.1113084423118;-77.0281727351993;event;2020-03-23;2;13
1956;Evento 1956;Nocturna;Detalles e información relevante de Evento 1956;Lugar de Evento 1956;-12.107277441016;-77.0145690811626;event;2020-04-27;1;5
1957;Evento 1957;Feria;Detalles e información relevante de Evento 1957;Lugar de Evento 1957;-12.0795829046365;-76.9989447590206;event;2020-12-21;23;23
1958;Evento 1958;Nocturna;Detalles e información relevante de Evento 1958;Lugar de Evento 1958;-12.0898452985128;-76.9774801737667;event;2020-07-29;21;23
1959;Evento 1959;Nocturna;Detalles e información relevante de Evento 1959;Lugar de Evento 1959;-12.0806269462665;-76.9971469426234;event;2020-10-19;6;23
1960;Evento 1960;Feria;Detalles e información relevante de Evento 1960;Lugar de Evento 1960;-12.1058392670719;-77.0211753221271;event;2020-09-04;2;4
1961;Evento 1961;Nocturna;Detalles e información relevante de Evento 1961;Lugar de Evento 1961;-12.0733268331754;-77.0066257797896;event;2020-08-13;6;10
1962;Evento 1962;Nocturna;Detalles e información relevante de Evento 1962;Lugar de Evento 1962;-12.0899643748549;-77.0154369211298;event;2020-06-22;23;23
1963;Evento 1963;Nocturna;Detalles e información relevante de Evento 1963;Lugar de Evento 1963;-12.085650960031;-76.9989954833287;event;2020-02-04;16;22
1964;Evento 1964;Feria;Detalles e información relevante de Evento 1964;Lugar de Evento 1964;-12.1109714946302;-77.0017427612636;event;2020-08-22;5;11
1965;Evento 1965;Nocturna;Detalles e información relevante de Evento 1965;Lugar de Evento 1965;-12.0754554627019;-76.990603011784;event;2020-12-02;18;23
1966;Evento 1966;Feria;Detalles e información relevante de Evento 1966;Lugar de Evento 1966;-12.1135044872827;-76.9975024417874;event;2020-07-29;1;22
1967;Evento 1967;Concierto;Detalles e información relevante de Evento 1967;Lugar de Evento 1967;-12.1062560911781;-77.0378861476676;event;2020-01-22;0;15
1968;Evento 1968;Feria;Detalles e información relevante de Evento 1968;Lugar de Evento 1968;-12.1151476629217;-77.0043839519577;event;2020-12-21;20;20
1969;Evento 1969;Feria;Detalles e información relevante de Evento 1969;Lugar de Evento 1969;-12.1090422498741;-76.9754219879483;event;2020-10-20;13;19
1970;Evento 1970;Concierto;Detalles e información relevante de Evento 1970;Lugar de Evento 1970;-12.0785146490025;-76.9977034843477;event;2020-07-30;6;10
1971;Evento 1971;Concierto;Detalles e información relevante de Evento 1971;Lugar de Evento 1971;-12.1003028282397;-76.9893694754112;event;2020-09-25;18;20
1972;Evento 1972;Nocturna;Detalles e información relevante de Evento 1972;Lugar de Evento 1972;-12.0652803170622;-77.0313364180601;event;2020-11-12;9;12
1973;Evento 1973;Concierto;Detalles e información relevante de Evento 1973;Lugar de Evento 1973;-12.0907350433802;-77.0448849833973;event;2020-12-30;9;12
1974;Evento 1974;Feria;Detalles e información relevante de Evento 1974;Lugar de Evento 1974;-12.0948689195757;-76.9919998447148;event;2020-10-08;15;16
1975;Evento 1975;Feria;Detalles e información relevante de Evento 1975;Lugar de Evento 1975;-12.0754654991262;-77.0244324150855;event;2020-10-27;3;12
1976;Evento 1976;Concierto;Detalles e información relevante de Evento 1976;Lugar de Evento 1976;-12.1162433300356;-76.9946962138942;event;2020-03-26;16;23
1977;Evento 1977;Concierto;Detalles e información relevante de Evento 1977;Lugar de Evento 1977;-12.1039557296619;-77.0428792678504;event;2020-11-16;1;17
1978;Evento 1978;Feria;Detalles e información relevante de Evento 1978;Lugar de Evento 1978;-12.1141655838622;-76.9872953073794;event;2020-01-11;18;18
1979;Evento 1979;Nocturna;Detalles e información relevante de Evento 1979;Lugar de Evento 1979;-12.1100889518804;-77.0048713908467;event;2020-10-21;12;16
1980;Evento 1980;Feria;Detalles e información relevante de Evento 1980;Lugar de Evento 1980;-12.0924847765507;-77.0447909572135;event;2020-05-23;4;9
1981;Evento 1981;Nocturna;Detalles e información relevante de Evento 1981;Lugar de Evento 1981;-12.0721488032734;-76.996961723824;event;2020-11-15;4;10
